user_id,user_name,user_image,gender,class,message,post_num,follower_num,followee_num,is_spammer
1195210033,Ù¡´óÎª,http://tp2.sinaimg.cn/1195210033/180/5664248740/1,male,11, ±±¾©¶«³ÇÇø   ¼ò½é£ºÈÎºÎÒµÎñÇëÓëÎÒµÄ¾­¼ÍÈËÁªÏµ£¬ÕÔ¾²info@tongdaweistudio.com   ¸öÐÔÓòÃû£º tongdawei    ²©¿ÍµØÖ·£º http://blog.sina.com.cn/tongdawei     ±êÇ©  ÑÝÔ±   ,2668,16748591,485,
1195264701,Ë«Ë«ÁôÍ··¢,http://tp2.sinaimg.cn/1195264701/180/5692904347/0,female,9,   Lv.9     ±±¾©¶«³ÇÇø   12ÔÂ16ÈÕ   ¼ò½é£º¿É°®ÎÂÈáµÄÓ×¶ùÔ°ÀÏÊ¦£¡  ,603,141,392,1
1197106530,baby¿¡Á¼,http://tp3.sinaimg.cn/1197106530/180/5637078610/1,male,7,   Lv.7     ËÄ´¨ÒË±ö   1987Äê2ÔÂ3ÈÕ  ,3890,305,287,
1197161814,Àî¿ª¸´,http://tp3.sinaimg.cn/1197161814/180/1290146312/1,male,14, ±±¾©¶«³ÇÇø    ¹«Ë¾  ´´ÐÂ¹¤³¡    1961Äê12ÔÂ3ÈÕ   ¼ò½é£º´´ÐÂ¹¤³¡CEO£¬Ã½ÌåÁªÏµ£ºpress@chuangxin.com   ¸öÐÔÓòÃû£º kaifulee   ,13970,50965446,504,
1212812142,ÎÄÕÂÍ¬ŒW,http://tp3.sinaimg.cn/1212812142/180/5627177408/1,male,12, ±±¾©³¯ÑôÇø   ¸öÐÔÓòÃû£º wenzhang626    ²©¿ÍµØÖ·£º http://blog.sina.com.cn/wenzhang626     ±êÇ©  Ï·×Ó  ImaµÄ°Ö°Ö   ,2213,55260225,191,
1223178222,ºú¸è,http://tp3.sinaimg.cn/1223178222/180/1284784948/1,male,11, ÉÏº£Ðì»ãÇø    ±ÏÒµÓÚ  ÉÏº£Ï·¾çÑ§Ôº    ¼ò½é£ºÒ»ºôÎüÒ»ÌìµØ   ¸öÐÔÓòÃû£º hu_ge    ²©¿ÍµØÖ·£º http://blog.sina.com.cn/hu_ge   ,2945,29063431,659,
1223237202,»ªÉú2010,http://tp3.sinaimg.cn/1223237202/180/1270120840/1,male,10, ÆäËû   ¼ò½é£º¾­¼ÃÑ§¼Ò¡¢¶«ÄÏ´óÑ§½ÌÊÚ   ²©¿ÍµØÖ·£º http://blog.sina.com.cn/huasheng   ,858,451808,140,
1223762662,ÁÖÐÄÈç,http://tp3.sinaimg.cn/1223762662/180/5705223768/0,female,12, Ì¨Íå   ¼ò½é£º¹¤×÷Â“ÀM~lisaÌ·Ð¡½ãtanlisa0829@gmail.com   ¸öÐÔÓòÃû£º linxinru    ²©¿ÍµØÖ·£º http://blog.sina.com.cn/linxinru     ±êÇ©  ÑÝÔ±   ,6052,59348268,217,
1226318347,Óý¶ù×¨¼Ò´ó°Ù¿Æ,http://tp4.sinaimg.cn/1226318347/180/5632056236/1,male,10,   Lv.10     Ìì½òºÍÆ½Çø   5ÔÂ1ÈÕ   ¼ò½é£º×¨ÒµµÄÓý¶ùÖÇÄÒÍÅ¶Ó£¬Îª¸¸Ä¸ÃÇÌá¹©¿ÆÑ§µÄÓý¶ù¾­Ñé¡£Q£º1278417449    ±êÇ©  Óý¶ù×¨¼Ò  Óý¶ùÃû²©  ½ÌÓý  Ê±ÉÐ  Óý¶ùÖªÊ¶  Ç××Ó   ,1354,1003824,1314,
1228486722,Íõçóµ¤,http://tp3.sinaimg.cn/1228486722/180/5698797348/0,female,13, ±±¾©   ¼ò½é£º²©Ö÷µoÔÚß@ÑeÏ¹ºúô[£¬Õý½›ÊÂÕˆÕÒ@Íõçóµ¤¹¤×÷ÊÒ   ¸öÐÔÓòÃû£º wangluodan    ²©¿ÍµØÖ·£º http://blog.sina.com.cn/wangluodan   ,1859,34538704,754,
1230663070,ÌÆæÌ,http://tp3.sinaimg.cn/1230663070/180/5605258041/0,female,11, ÉÏº£   ¼ò½é£ºlovetiffanytang@foxmail.comÌÇÌÇ.TIFFANY.ÌÇàï¡£·³ÄÕ×îÐ¡»¯~¿ìÀÖ×î´ó»¯~!Òª×öÌÇÌÇÌÇÌÇ¿ªÐÄÌÇ~!ÕýÄÜÁ¿µÄÄ³¿ÅÌÇo(^_^)o   ¸öÐÔÓòÃû£º tangyan    ²©¿ÍµØÖ·£º http://blog.sina.com.cn/tangyan     ±êÇ©  Ãæ°üÊ÷ÉÏµÄÅ®ÈË  XÅ®ÌØ¹¤  ÂÒÊÀ¼ÑÈË  °®ÇéË¯ÐÑÁË  ¸ßÊÖÈçÁÖ  ¹ã¸æ·çÔÆ  ÏÄ¼ÒÈýÇ§½ð  ÉÁ»é  ·çÔÆ¶þ  ÏÉ½£ÆæÏÀ´«Èý   ,2470,29440315,213,
1234552257,³ÉÁú,http://tp2.sinaimg.cn/1234552257/180/5709713129/1,male,9, ±±¾©   ¼ò½é£ºËùÓÐÒµ„Õ¼°ÑûÇë£¬ÕˆÁªÏµ£ºjcgroup@jackiechan.com   ¸öÐÔÓòÃû£º jackiechan    ²©¿ÍµØÖ·£º http://blog.sina.com.cn/jackiechan     ±êÇ©  µ¼ÑÝ  ÑÝÔ±   ,765,24246519,5,
1235527153,°¿Ïè6688,http://tp2.sinaimg.cn/1235527153/180/1275962273/1,male,8,   Lv.8     ÆäËû   1980Äê6ÔÂ8ÈÕ   ¼ò½é£ºÄ°Â·Ïà·ê£¬ÒÔÎÄ»áÓÑ£»Æ½µÈ½»Á÷£¬¾´Æí´Í½Ì¡£   ¸öÐÔÓòÃû£º aoxiang6688    ²©¿ÍµØÖ·£º http://hi.baidu.com/guoguo6688/home   ,1078,31396,128,
1241314924,Ñî×Óæ©,http://tp1.sinaimg.cn/1241314924/180/5710322017/0,female,10, ?Œ—???   ??€?????¡¦????”?????šartist@bjpulin.com   ????€¡ì?ŸŸ????yangzishan    ?š????œ¡?€???http://blog.sina.com.cn/yangzishan   ,170,2800865,272,
1243116723,Éè¼Æ·â×Ó,http://tp4.sinaimg.cn/1243116723/180/5639189540/1,male,8," ±±¾©³¯ÑôÇø    ±ÏÒµÓÚ  ÖÐÑëÃÀÊõÑ§Ôº    8ÔÂ29ÈÕ   ¼ò½é£º°Ù¶È£º·âÌìµØÎ¢ÐÅ:922120²»»áÍ¶×ÊµÄ³ø×Ó²»ÊÇºÃÉè¼ÆÊ¦¡£ºÚÁú½­ÈËÔÚ±±¾©¡£ÉÌÒµºÏ×÷Çë·¢ÓÊÏä£ºtstz520@126.com,   ¸öÐÔÓòÃû£º desginer   ",3416,204215,921,
1249193625,ÀÖ¼Î,http://tp2.sinaimg.cn/1249193625/180/5705215236/1,male,13, ÉÏº£»ÆÆÖÇø   1975Äê5ÔÂ16ÈÕ   ¼ò½é£º¹ÙÍøwww.fpaworld.comÎ¢ÐÅlejiafpa¹¤×÷ÁªÏµamy18616358673ÓÊÏälejiafpa@126.com   ¸öÐÔÓòÃû£º lejia   ,3133,41915592,5,
1249207211,°¬ÃÎÃÈ,http://tp4.sinaimg.cn/1249207211/180/5672403927/0,female,9, ±±¾©   ¼ò½é£º¸èÊÖ×¨¼­£º¢Ù?Myway?¢Ú?°¬ÃÎÃÈ?¡£06½ì³¬¼¶Å®Éù4Ãû¹¤×÷ÑûÔ¼ÇëÁªÏµ£ºÃçÃç+86134-0106-3493   ¸öÐÔÓòÃû£º aimengmeng    ²©¿ÍµØÖ·£º http://blog.sina.com.cn/aimengmeng     ±êÇ©  Ò¡¹ö  ³¬Å®  ÓêÉ¡Í·  ²»ÒªÁ³  µ¥Ç×·¿×Ó   ,936,6535191,268,
1258463770,Æ½ÃñÑÛÖÐµÄÎ´À´,http://tp3.sinaimg.cn/1258463770/180/22888181093/1,male,8, ÉÏº£ÆÖ¶«ÐÂÇø   ¼ò½é£º¹«Æ½¹«ÕýµÄÖÆ¶È²ÅÄÜÈÃÈËÃñÃâÓÚÂÓ¶áºÍ¿Ö¾å£¬²ÅÄÜÈÃ¹«ÐÄºÍ¾´Î·ÉúÃü³ÉÎªÆÕ±éµÄ¼ÛÖµ¹Û£¬¶øÕâÒ»ÇÐ¶¼Ö»ÄÜÔ´ÓÚÃñÖ÷¡£   ¸öÐÔÓòÃû£º shihanbing   ,172,242292,114,
1263346014,ÀÁµÃÓÎÓÎ,http://tp3.sinaimg.cn/1263346014/180/5698933847/0,female,10, º£Íâ°Ä´óÀûÑÇ    ±ÏÒµÓÚ  ËþË¹ÂíÄáÑÇ´óÑ§    7ÔÂ3ÈÕ   ¼ò½é£º³¬°®³Ô²»ÅÂ·Ê³¬²ÆÃÔ²»ÅÂÀÛ£¬ÓÐ×ÅÒ»¿Å½øÈ¡ÐÄµÄ´óÔÆÖ½¡«   ¸öÐÔÓòÃû£º landeyouyouchenly   ,1621,1095,557,
1263498570,»Æ²³,http://tp3.sinaimg.cn/1263498570/180/5651300271/1,male,11, ±±¾©³¯ÑôÇø   ¼ò½é£ºÇ×°®µÄ£¬Æ¦×ÓÓ¢ÐÛ»Æ²³ÑûÄãÒ»ÆðÐÄ»¨Â··ÅµÄ¹ý¼ÙÆÚ£¡   ¸öÐÔÓòÃû£º huangbo    ²©¿ÍµØÖ·£º http://blog.sina.com.cn/iamhuangbo     ±êÇ©  ¶·Å£  ÑÝÔ±   ,1383,16610663,534,
1265028973,·¶ÊæÈ»,http://tp2.sinaimg.cn/1265028973/180/5670650875/0,female,10, ?Œ—????œ¨¦???    ??????? ????¡è??ˆ?‰¡???¨¦?    ??€????????????¡è¡ì¨¦??????????????????????????¡ì?‰¡???œŸ???¡ã?¡§€??¨¦?¡ã??”¨???¡§?????¡§????š„?•…?????’????????????€?‚???…¡?????????‹‰?Š›¨¦??????€?¡¦????”????€???‡•???18611948896?€?  ????€¡ì?ŸŸ????fanshu216    ?š????œ¡?€???http://blog.sina.com.cn/dorianfanshu   ,1343,26298,554,
1266321801,Ò¦³¿,http://tp2.sinaimg.cn/1266321801/180/5706280951/0,female,13, ?Œ—????œ¨¦???   ????€¡ì?ŸŸ????yaochen   ,7405,75104807,350,
1269681184,¼ÄÍÐ¼¾ÏÈÉú,http://tp1.sinaimg.cn/1269681184/180/5689835688/1,male,9,   Lv.9     ½­ËÕÄÏÍ¨   ¼ò½é£ºÄÏÍ¨Í¨ÖÝÎ÷Í¤ÕòÎ÷ìøËÂ´å    ±êÇ©  ·Ç³ÏÎðÈÅ  80ºó   ,94,559,1464,
1275017594,Ð¡PÀÏÊ¦,http://tp3.sinaimg.cn/1275017594/180/5669106812/1,male,13, ±±¾©³¯ÑôÇø    ¹«Ë¾  æÇÃÀÍø    ¼ò½é£º±»Ê±ÉÐÃ½ÌåÓþÎª´òÔìÃÀµÄÄ§ÊõÊ¦£»PSÔìÐÍÒÕÊõ×Ü¼à£»æÇÃÀÍøwww.pimei.com´´Ê¼ÈË£»¼´÷ÈJMIXPÆ·ÅÆ´´Ê¼ÈË¡£¹¤×÷ÓÊÏäxiaoplaoshi@pimei.com   ¸öÐÔÓòÃû£º perry28pp    ²©¿ÍµØÖ·£º http://blog.sina.com.cn/perry28pp   ,6657,35891409,968,
1286189071,Á½É«·ç¾°¸Â,http://tp4.sinaimg.cn/1286189071/180/40054573948/1,male,12, ¸£½¨¸£ÖÝ   ¼ò½é£ºÉñÃØµÄ¿ìµÝ¼Ò×å£ºhttp://product.dangdang.com/23481214.html   ²©¿ÍµØÖ·£º http://blog.sina.com.cn/view2     ±êÇ©  °®ÍÃ×Ó  °®ÃÈÎï  °®Ç®  °®Í¯»°  °®ÂÃÓÎ  °®³Ô¶«Î÷  °®ÎÄÑ§  °®µçÓ°  °®Âþ»­   ,9985,355532,166,
1296241304,ËÕÐÑAllenSu,http://tp1.sinaimg.cn/1296241304/180/5693698496/1,male,12, º£ÍâÆäËû    ¹«Ë¾  SonyMusic    1984Äê3ÔÂ5ÈÕ   ¼ò½é£ºÎÒÒÕÈËÎÒÒ»ÈËÎÒÒìÈËÎÒÒàÈË..http://www.allensu.com   ¸öÐÔÓòÃû£º suxing   ,5090,2850158,504,
1300574737,ÇàÕùÏþµó,http://tp2.sinaimg.cn/1300574737/180/5703029817/0,female,9,   Lv.9     ????—¨¦ƒ‘?¡¦?  1985???9?œˆ7??   ??€?????”Ÿ????¡è????Œ???š„¨¦????€?????  ?š????œ¡?€???http://blog.sina.com.cn/u/1300574737     ?????  ¨¦ƒ‘?¡¦?”Ÿ???   ,152,135,308,
1309401444,Ð¡ÌìÌìÌìÌìÌìÌìÌìÌì,http://tp1.sinaimg.cn/1309401444/180/5704114734/0,female,12,   Lv.12     ¸£½¨¸£ÖÝ   ¼ò½é£º´ø×ÅÎÒµÄ½¾°ÁÇ¿´óÏÂÈ¥£¡   ¸öÐÔÓòÃû£º hth0120     ±êÇ©  ÂÃÓÎ   ,3527,389,367,
1310872334,_-±ùÒí-_,http://tp3.sinaimg.cn/1310872334/180/5613303445/1,male,12, ÁÉÄþÉòÑô    ¹«Ë¾  ÉòÑô»Û¿ÆÓ®´´¼ÆËã»úÈí¼þÓÐÏÞ¹«Ë¾    ¼ò½é£ºÎ¢ÐÅ£ºbingyiv´óÁäÎÄÒÕ¡¢ÎÄÑ§ÇàÄê¡¢ÒµÓà³ø×Ó¡¢×¨Òµ³Ô»õ¡¢ÍêÃÀÖ÷ÒåÕß¡¢Ï²»¶Áé¶¯µÄÎÄ×Ö¡¢ìÅÄ¿µÄÍ¼Æ¬¡¢ÓÅÑÅµÄ¹ÅµäÒôÀÖµÈÒ»ÇÐÎ¨ÃÀÊÂÎï¡£QQ:16837214   ¸öÐÔÓòÃû£º zytarzan     ±êÇ©  Ê±ÆÀ   ,11105,572851,2708,
1311342331,Î÷Ë÷µÄÐ¡Æ»¹û,http://tp4.sinaimg.cn/1311342331/180/1275894047/0,female,4,   Lv.4     ½­ËÕËÕÖÝ    ±êÇ©  ÎÄÒÕ  ÓéÀÖ   ,39,26,113,
1312412824,ÁÖÖ¾Áá,http://tp1.sinaimg.cn/1312412824/180/40015963423/0,female,9, ?¡???   ??€???????¡è¡ì????¡è?¡è???Œ?????¡ì?¡ì?…ˆ?–„??¨¦‡‘?œƒ^_______________^http://www.chilingjj.org/   ????€¡ì?ŸŸ????linzhilingblog    ?š????œ¡?€???http://www.chilingjj.org/   ,187,6612224,43,
1315004401,²©ÀÖÑÅ½ÌÓý,http://tp2.sinaimg.cn/1315004401/180/40057333438/1,male,3,  ÐÐÒµÀà±ð ÎÄ»¯ÌåÓý-±ÈÈü/ÎÄ»¯»î¶¯/Õ¹ÀÀ   ¼ò½é£º²©ÀÖÑÅ½ÌÓýwww.boleya.com.cn£¬²©ÀÖÑÅ½ÌÓý£¬ÖÐÐ¡Ñ§×¨Òµ¸¨µ¼»ú¹¹£¬±ü³Ð¡°²©Ñ§óÆÐÐ£¬ÑÅ¶øÎñÊµ£¬¿ìÀÖÌáÉý¡±µÄ½Ì...  ,86,278,1961,
1340552632,ÍõÀöÀ¤,http://tp1.sinaimg.cn/1340552632/180/5689339935/0,female,11, ±±¾©³¯ÑôÇø   ¼ò½é£º¾­¼ÍÈË£º@ËïÐ¡·ÆSÓÊÏä£ºkun_studio@126.com   ¸öÐÔÓòÃû£º wanglikunblog    ²©¿ÍµØÖ·£º http://blog.sina.com.cn/wanglikunblog     ±êÇ©  ÑÝÔ±   ,1589,8585660,282,
1344360230,Kevin¿­ÎÄÀÏÊ¦,http://tp3.sinaimg.cn/1344360230/180/5661702020/1,male,12, Ì¨ÍåÌ¨±±ÊÐ   ¼ò½é£ºÒ»ÆðÍùÃÀµÄÂ·ÉÏÇ°ßM£¡ÓÊÏä£¨½öÏÞ¹¤×÷ÁªÂç£©£ºkevinforwork@gmail.com£»¹«ÖÚÎ¢ÐÅºÅ£ºkevinchouwx£»Jskin¾»¼¡Æ·ÅÆ´´Ê¼ÈË¼°BeautyMaker²úÆ·ÑÐ·¢×Ü¼à¡£   ¸öÐÔÓòÃû£º kevinchouwb    ²©¿ÍµØÖ·£º http://blog.sina.com.cn/kevinchou907     ±êÇ©  JSKIN¾»¼¡  BEAUTYMAKER  ²ÊŠy  ÃÀÈÝ±£Ñø  Å®ÈËÎÒ×î´ó  ÃÀûÇÎ¼ÑÈË  KEVINÀÏŽŸ  •rÉÐÔìÐÍÊ¦  Á÷ÐÐ·ÖÏí   ,9200,46298393,312,
1357511194,Ä£ÌØÒ²×·ÐÇ,http://tp3.sinaimg.cn/1357511194/180/5710057494/1,male,12, ºþ±±Îäºº    ±ÏÒµÓÚ  ³¤½­´óÑ§     ¹«Ë¾  ÎäººÐÇÃÀå¾ÒÕÎÄ»¯´«Ã½ÓÐÏÞ¹«Ë¾    µ¥Éí   1991Äê4ÔÂ29ÈÕ  ,4285,281139,288,
1372391882,ÑîÎäÁê,http://tp3.sinaimg.cn/1372391882/180/5628750407/1,male,12,   Lv.12     ºþ±±Îäºº   ¼ò½é£ºÔÚÎäººµÄºþÄÏÈË£¬ÎªÉç»á¹«Æ½ÕýÒå¾¡¡°Î¢²©¡±Ö®Á¦   ²©¿ÍµØÖ·£º http://blog.sina.com.cn/ywlaaa     ±êÇ©  Ê±ÊÂ  È«ÇòÐÂÎÅ  ºþÄÏ  Îäºº  ¾­¼Ã  Éç»á  ÕþÖÎ  Ã«Ôó¶«  ¾üÊÂ   ,9354,28328,2500,
1390699323,ºº¶¦ºúÓýÂÉÊ¦,http://tp4.sinaimg.cn/1390699323/180/1288192589/1,male,8, ±±¾©³¯ÑôÇø    ±ÏÒµÓÚ  Î÷ÄÏÕþ·¨´óÑ§     ¹«Ë¾  ºº¶¦ÁªºÏÂÉÊ¦ÊÂÎñËù    ¼ò½é£ºÎ÷ÕþÐ£ÓÑ£¬ºº¶¦ÁªºÏÂÉÊ¦ÊÂÎñËùÂÉÊ¦£¬ÖÐ¹úÈËÊÙ±£ÏÕ£¨¼¯ÍÅ£©¹«Ë¾¡¢Ê×¶¼¿Õ¸Û¹ó±ö¹«Ë¾µÈ³£Äê·¨ÂÉ¹ËÎÊ£¬±±¾©É½Î÷ÆóÒµÉÌ»áÀíÊÂ¡£   ²©¿ÍµØÖ·£º http://blog.sina.com.cn/huyulawyer   ,781,25154,435,
1401712533,Íø¼Ê·ÉÏÀ,http://tp2.sinaimg.cn/1401712533/180/5661733681/1,male,12, ±±¾©º£µíÇø    ±ÏÒµÓÚ  ÖÐ¹ú¿ÆÑ§Ôº´óÑ§     ¹«Ë¾  ¼ÑÍ¼ÊÓ¾õ£¨±±¾©£©ÎÄ»¯´«²¥¹«Ë¾    ÒìÐÔÁµ   ¼ò½é£º¡¾Î¢ÐÅ¹«¹²ÕËºÅ¡¿feixia_photo¡¾²©¿Í¡¿http://blog.sina.com.cn/wangjifeixia  ,2806,223739,1178,
1402869242,ÖÇÕßµöÓã,http://tp3.sinaimg.cn/1402869242/180/5652278099/1,male,5,   Lv.5     ±±¾©³¯ÑôÇø    ±êÇ©  Æû³µ  ITÊýÂë  ÐÂÎÅ×ÊÑ¶  ÂÃÓÎ  Ê±ÉÐ  µöÓã  ÏàÉù  Éç»á  ÊÕ²Ø  ÓéÀÖ   ,149,463,952,1
1438334892,G×ÏµçÇåËªX,http://tp1.sinaimg.cn/1438334892/180/40018208319/1,male,2,   Lv.2     ÉÏº£ÑîÆÖÇø    ±êÇ©  ÐÂÎÅ×ÊÑ¶  Æû³µ  ÂÃÓÎ  ÃÀÊ³  ITÊýÂë   ,40,27,23,
1465128481,gtgºÏºãºÆyr,http://tp2.sinaimg.cn/1465128481/180/5646037674/1,male,0,   Lv.0     ÆäËû  ,33,208,1833,1
1487256502,´ÜÈöÑ½²¼À­¸ñ,http://tp3.sinaimg.cn/1487256502/180/5633968341/1,male,6,   Lv.6     ¹ã¶«¶«Ý¸   1993Äê12ÔÂ22ÈÕ   ¼ò½é£ºÄÜÈ¥ÀíÐÔÃæ¶Ôba......~  ,557,60,1528,1
1494819694,ÂÒ²½½­´¨Â·,http://tp3.sinaimg.cn/1494819694/180/5617520691/1,male,9,   Lv.9     ÉÏº£Ðì»ãÇø    ±ÏÒµÓÚ  »ª¶«Ê¦·¶´óÑ§    ¼ò½é£ºÉúÔÚÉÏº££¬³¤ÔÚÉÏº££¬ÊìÏ¤ÉÏº££¬ÈÈ°®ÉÏº££¡   ¸öÐÔÓòÃû£º jiqinginshanghai     ±êÇ©  ÀÏ¿ËÀÕ  ÌìÐ«×ù  ¹ÅµäÒôÀÖ  ÔÚÉÏº£  ¶®ÉÏº£  °®ÉÏº£  Ê±ÊÂÕþÖÎ  ÌåÓý   ,989,91,42,
1496838292,¶ÎêÑ,http://tp1.sinaimg.cn/1496838292/180/40057037568/1,male,6, ÆäËû   1972Äê7ÔÂ8ÈÕ   ¼ò½é£ºËµÇòµÄ  ,191,822553,91,
1496838293,Áõ½¨ºê,http://tp2.sinaimg.cn/1496838293/180/40056784403/1,male,4, ±±¾©    ±ÏÒµÓÚ  ÖÐ¹úÈËÃñ´óÑ§     ¹«Ë¾  ÀÖÊÓÌåÓý    ¼ò½é£ºÂýÅÜÈËÉú£¬²»ÒàÀÖºõ£¡    ±êÇ©  µçÓ°  ÔÄ¶Á  ÂýÅÜ  ×ãÇò   ,303,1342741,216,
1504709690,¿ÜÞ¢Flute,http://tp3.sinaimg.cn/1504709690/180/5708061943/0,female,7,   Lv.7     ?Œ—????œ¨¦???    ??????? ?????¨¦??????¨¦?    ?¡è??Ž??¡ì   ??€?????????????¨¦??????¨¦???¨¦????s?¡è¡ì?œ‹?‹   ?š????œ¡?€???http://blog.sina.com.cn/koukoumusic   ,820,342,387,-1
1549386354,¾í×Ó°®ÀîÍÕÍÕ,http://tp3.sinaimg.cn/1549386354/180/5707574900/0,female,10, ºþ±±Îäºº    ±ÏÒµÓÚ  ÎäººÀí¹¤´óÑ§     ¹«Ë¾  ¶«Î÷ºþ×ÔÀ´Ë®¹«Ë¾    ÒìÐÔÁµ   Çó½»Íù  ,3324,349,295,
1564899195,ShinyCÒª×öÓÂ¸ÒµÄÅÉ´óÜ°,http://tp4.sinaimg.cn/1564899195/180/5685848252/0,female,10, ????????¡¦?   ??????? ???¡¦??????     ????  Mc    9?œˆ7??   ??€????š[?????‘]???žœ?‰“?????š„????€??¡¦???¡ã????”¡?–¡?š„?€?????¨¦??????? ,1458,788,422,
1576229144,ÖÐµÄ×ÔÓÉ,http://tp1.sinaimg.cn/1576229144/180/5645800790/1,male,4,   Lv.4     Õã½­º¼ÖÝ  ,286,275,1021,
1581391477,šWµÜ,http://tp2.sinaimg.cn/1581391477/180/5704805190/1,male,11, ÆäËû   1900Äê7ÔÂ4ÈÕ   ¼ò½é£ºÕæÈË   ¸öÐÔÓòÃû£º odhs     ±êÇ©  í˜  Ìì  ¶ø  ÐÐ   ,509,18838553,2813,
1582525730,³öÊÀÒÀÈ»,http://tp3.sinaimg.cn/1582525730/180/5637095974/0,female,7,   Lv.7     ºþÄÏÕÅ¼Ò½ç   1988Äê10ÔÂ11ÈÕ  ,5118,442,266,
1588859384,ÖìÇÚÎÄ,http://tp1.sinaimg.cn/1588859384/180/5666876605/1,male,5,   Lv.5     ½­ËÕËÕÖÝ    ±ÏÒµÓÚ  ÉòÑôÀí¹¤´óÑ§     ¹«Ë¾  ²©ÊÀÆû³µ²¿¼þ£¨ËÕÖÝ£©ÓÐÏÞ¹«Ë¾    1985Äê1ÔÂ8ÈÕ   ¼ò½é£ºÏòÍùµÄÁ¦Á¿  ,311,146,155,-1
